"19 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:01.9640", "44.1190", "50.5490", "27.2960",  "F:M - R:M",     "0 ",  
"20 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:01.7950", "44.3180", "50.8730", "26.6040",  "F:M - R:M",     "0 ",  
"21 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:00.1150", "43.6780", "49.7920", "26.6450",  "F:M - R:M",     "0 ",  
Average,,,"02:00.6660", "44.0509", "49.8993", "26.7158"
Best possible,,, "01:58.6130", "43.1390", "49.2070", "26.2670"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Gino Ivan Muchiut"
"1 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:03.6200", "46.4590", "49.9190", "27.2420",  "F:M - R:M",     "0 ",  
"2 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:07.6810", "45.6690", "52.2180", "29.7940",  "F:M - R:M",     "0 ",  
"3 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:02.4190", "43.8990", "50.8320", "27.6880",  "F:M - R:M",     "0 ",  
"4 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:00.1920", "43.2960", "49.9410", "26.9550",  "F:M - R:M",     "0 ",  
"5 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:00.9410", "43.3530", "49.7700", "27.8180",  "F:M - R:M",     "0 ",  
"6 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:00.4050", "43.5220", "49.8780", "27.0050",  "F:M - R:M",     "0 ",  
"7 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:01.1800", "43.3890", "51.0920", "26.6990",  "F:M - R:M",     "0 ",  
"8 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:00.1650", "43.3270", "49.5900", "27.2480",  "F:M - R:M",     "0 ",  
"9 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:00.4600", "43.4250", "50.1290", "26.9060",  "F:M - R:M",     "0 ",  
"10 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:01.9330", "43.8490", "49.6660", "28.4180",  "F:M - R:M",     "0 ",  
"11 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:00.5560", "43.4040", "49.3870", "27.7650",  "F:M - R:M",     "0 ",  
"12 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:02.4870", "45.3030", "49.9450", "27.2390",  "F:M - R:M",     "0 ",  
"13 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:00.4510", "43.4700", "49.6700", "27.3110",  "F:M - R:M",     "0 ",  
"14 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:59.1560", "43.3760", "49.3070", "26.4730",  "F:M - R:M",     "0 ",  
"15 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:59.5230", "43.2560", "49.3030", "26.9640",  "F:M - R:M",     "0 ",  
"16 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:59.3580", "43.3750", "49.3420", "26.6410",  "F:M - R:M",     "0 ",  
"17 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:59.4840", "43.3930", "49.5720", "26.5190",  "F:M - R:M",     "0 ",  
"18 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:59.9020", "43.3880", "49.5280", "26.9860",  "F:M - R:M",     "0 ",  
"19 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:59.1650", "43.3450", "49.3060", "26.5140",  "F:M - R:M",     "0 ",  
"20 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:58.9640", "43.1480", "49.1000", "26.7160",  "F:M - R:M",     "0 ",  
"21 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:59.3110", "43.2250", "48.8970", "27.1890",  "F:M - R:M",     "0 ",  
Average,,,"02:00.8264", "43.7558", "49.8282", "27.2424"
Best possible,,, "01:58.5180", "43.1480", "48.8970", "26.4730"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Josu Puelles"
"1 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:07.0540", "49.1810", "50.4900", "27.3830",  "F:M - R:M",     "0 ",  
"2 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:02.4820", "44.4020", "50.5090", "27.5710",  "F:M - R:M",     "0 ",  
"3 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:04.7950", "44.5960", "52.8610", "27.3380",  "F:M - R:M",     "0 ",  
"4 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:01.5460", "44.1510", "50.6110", "26.7840",  "F:M - R:M",     "0 ",  
"5 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:01.8740", "43.9350", "50.5080", "27.4310",  "F:M - R:M",     "0 ",  
"6 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:01.5830", "44.0530", "50.4850", "27.0450",  "F:M - R:M",     "0 ",  
"7 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:05.0390", "47.6490", "50.3090", "27.0810",  "F:M - R:M",     "0 ",  
"8 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:01.6870", "44.1250", "50.0760", "27.4860",  "F:M - R:M",     "0 ",  
"9 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:01.1410", "43.7820", "50.5790", "26.7800",  "F:M - R:M",     "0 ",  
"10 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:06.8150", "43.9210", "50.3010", "32.5930",  "F:M - R:M",     "1  (0s e.t. <>  0s gain) ",  
"11 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:19.2420", "61.3200", "50.7550", "27.1670",  "F:M - R:M",     "0 ",  
"12 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:02.4760", "44.3110", "50.6970", "27.4680",  "F:M - R:M",     "0 ",  
"13 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:02.0860", "44.1960", "50.8360", "27.0540",  "F:M - R:M",     "0 ",  
"14 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:01.4380", "43.8760", "50.4090", "27.1530",  "F:M - R:M",     "0 ",  
"15 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:01.8790", "43.9570", "50.3780", "27.5440",  "F:M - R:M",     "0 ",  
"16 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:01.8480", "43.9340", "50.6340", "27.2800",  "F:M - R:M",     "0 ",  
"17 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:02.2650", "44.0090", "50.9500", "27.3060",  "F:M - R:M",     "0 ",  
"18 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:01.2250", "43.8650", "50.0720", "27.2880",  "F:M - R:M",     "0 ",  
"19 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:01.4970", "43.6150", "50.6830", "27.1990",  "F:M - R:M",     "0 ",  
"20 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:01.3650", "44.2170", "50.2150", "26.9330",  "F:M - R:M",     "0 ",  
"21 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:03.9380", "44.3870", "51.6600", "27.8910",  "F:M - R:M",     "0 ",  
Average,,,"02:03.4893", "45.3087", "50.6675", "27.5131"
Best possible,,, "02:00.4670", "43.6150", "50.0720", "26.7800"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"PANGOLIN DORMIDO"
"1 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:02.8120", "46.7220", "49.4950", "26.5950",  "F:M - R:M",     "0 ",  
"2 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:59.4360", "43.7640", "49.1220", "26.5500",  "F:M - R:M",     "0 ",  
"3 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:58.9160", "43.3710", "49.1040", "26.4410",  "F:M - R:M",     "0 ",  
"4 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:58.7030", "43.4000", "48.9830", "26.3200",  "F:M - R:M",     "0 ",  
"5 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:59.0950", "43.6660", "48.9150", "26.5140",  "F:M - R:M",     "0 ",  
"6 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:58.8100", "43.3360", "49.2210", "26.2530",  "F:M - R:M",     "0 ",  
"7 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:58.2920", "42.9940", "49.0090", "26.2890",  "F:M - R:M",     "0 ",  
"8 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:57.9880", "43.2650", "48.6050", "26.1180",  "F:M - R:M",     "0 ",  
"9 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:00.2460", "42.9850", "48.7800", "28.4810",  "F:M - R:M",     "0 ",  
"10 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:58.2780", "43.1460", "48.8520", "26.2800",  "F:M - R:M",     "0 ",  
"11 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:58.4440", "43.1950", "48.5500", "26.6990",  "F:M - R:M",     "0 ",  
"12 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:57.7970", "42.9440", "48.4970", "26.3560",  "F:M - R:M",     "0 ",  
"13 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:58.2900", "43.2750", "48.6890", "26.3260",  "F:M - R:M",     "0 ",  
"14 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:57.6200", "42.9290", "48.4740", "26.2170",  "F:M - R:M",     "0 ",  
"15 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:02.0830", "43.2020", "48.8160", "30.0650",  "F:M - R:M",     "0 ",  
"16 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:59.7240", "44.4200", "49.0150", "26.2890",  "F:M - R:M",     "0 ",  
"17 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:58.4480", "43.4110", "48.8030", "26.2340",  "F:M - R:M",     "0 ",  
"18 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:58.0380", "43.1220", "48.8560", "26.0600",  "F:M - R:M",     "0 ",  
"19 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:57.1070", "43.3340", "48.3710", "25.4020",  "F:M - R:M",     "1  (0s e.t. <>  0s gain) ",  
"20 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:58.3430", "43.0500", "48.9640", "26.3290",  "F:M - R:M",     "0 ",  
Average,,,"01:58.9236", "43.4766", "48.8561", "26.5909"
Best possible,,, "01:56.7020", "42.9290", "48.3710", "25.4020"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Ramiro"
"1 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:07.5130", "49.5590", "50.8190", "27.1350",  "F:S - R:S",     "0 ",  
"2 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:02.7570", "44.3660", "50.4320", "27.9590",  "F:S - R:S",     "0 ",  
"3 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:02.5570", "44.3070", "50.5430", "27.7070",  "F:S - R:S",     "0 ",  
"4 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:00.3220", "43.5160", "49.8110", "26.9950",  "F:S - R:S",     "0 ",  
"5 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:01.2090", "43.9300", "49.8960", "27.3830",  "F:S - R:S",     "0 ",  
"6 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:59.7800", "43.4600", "49.5540", "26.7660",  "F:S - R:S",     "0 ",  
"7 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:01.1200", "44.1750", "49.9050", "27.0400",  "F:S - R:S",     "0 ",  
"8 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:00.6060", "43.7860", "50.1660", "26.6540",  "F:S - R:S",     "0 ",  
"9 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:00.6940", "43.9420", "49.9370", "26.8150",  "F:S - R:S",     "0 ",  
"10 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:01.5050", "44.0780", "49.7480", "27.6790",  "F:S - R:S",     "0 ",  
"11 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:01.6920", "44.0170", "49.6040", "28.0710",  "F:S - R:S",     "0 ",  
"12 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:01.3560", "44.9550", "49.6930", "26.7080",  "F:S - R:S",     "0 ",  
"13 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:01.7960", "44.0810", "49.9690", "27.7460",  "F:S - R:S",     "0 ",  
Average,,,"02:01.7621", "44.4748", "50.0059", "27.2814"
Best possible,,, "01:59.6680", "43.4600", "49.5540", "26.6540"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"enzo diaz cancho"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Sergio Diaz"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Kyogren2911"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Manolo Laguarda"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Antonio Martínez"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Juan Carlos Ortega"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Juan José Ruiz García (Mecajota)"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Montoro"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Juan Izaguirre"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Antonio Gomez"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"LOA TV"
No laps for this driver


Race best laps
'======================
'------------------------
Overall top (20)
'------------------------
Driver, Vehicle, Time, Gap,
"PANGOLIN DORMIDO", "chawaii_subaru_wrx_sti_gr3", "01:57.1070", ""
"Ezequiel Cherminando", "chawaii_subaru_wrx_sti_gr3", "01:57.1540", "0.047"
"Ezequiel Cherminando", "chawaii_subaru_wrx_sti_gr3", "01:57.2540", "0.147"
"Ezequiel Cherminando", "chawaii_subaru_wrx_sti_gr3", "01:57.5350", "0.428"
"Jose Miguel Romay", "chawaii_subaru_wrx_sti_gr3", "01:57.5500", "0.443"
"PANGOLIN DORMIDO", "chawaii_subaru_wrx_sti_gr3", "01:57.6200", "0.513"
"Ezequiel Cherminando", "chawaii_subaru_wrx_sti_gr3", "01:57.6700", "0.563"
"Ezequiel Cherminando", "chawaii_subaru_wrx_sti_gr3", "01:57.6980", "0.591"
"Jose Miguel Romay", "chawaii_subaru_wrx_sti_gr3", "01:57.7280", "0.621"
"bertillo30", "chawaii_subaru_wrx_sti_gr3", "01:57.7400", "0.633"
"Jose Miguel Romay", "chawaii_subaru_wrx_sti_gr3", "01:57.7400", "0.633"
"Ezequiel Cherminando", "chawaii_subaru_wrx_sti_gr3", "01:57.7700", "0.663"
"Jose Miguel Romay", "chawaii_subaru_wrx_sti_gr3", "01:57.7700", "0.663"
"PANGOLIN DORMIDO", "chawaii_subaru_wrx_sti_gr3", "01:57.7970", "0.69"
"Ezequiel Cherminando", "chawaii_subaru_wrx_sti_gr3", "01:57.8050", "0.698"
"Jose Miguel Romay", "chawaii_subaru_wrx_sti_gr3", "01:57.8310", "0.724"
"bertillo30", "chawaii_subaru_wrx_sti_gr3", "01:57.8440", "0.737"
"bertillo30", "chawaii_subaru_wrx_sti_gr3", "01:57.8790", "0.772"
"Jose Miguel Romay", "chawaii_subaru_wrx_sti_gr3", "01:57.8910", "0.784"
"Ezequiel Cherminando", "chawaii_subaru_wrx_sti_gr3", "01:57.9030", "0.796"


'------------------------
Per driver
'------------------------
Driver, Vehicle, Time, Gap,
"Ezequiel Cherminando", "chawaii_subaru_wrx_sti_gr3", "01:57.1540", ""
"Jose Miguel Romay", "chawaii_subaru_wrx_sti_gr3", "01:57.5500", "0.396"
"PANGOLIN DORMIDO", "chawaii_subaru_wrx_sti_gr3", "01:57.6200", "0.466"
"bertillo30", "chawaii_subaru_wrx_sti_gr3", "01:57.7400", "0.586"
"Kappy Astur", "chawaii_subaru_wrx_sti_gr3", "01:57.9830", "0.829"
"Jucarcaz", "chawaii_subaru_wrx_sti_gr3", "01:58.7280", "1.574"
"Gino Ivan Muchiut", "chawaii_subaru_wrx_sti_gr3", "01:58.9640", "1.81"
"Luciano DR.", "chawaii_subaru_wrx_sti_gr3", "01:59.0000", "1.846"
"Akira", "chawaii_subaru_wrx_sti_gr3", "01:59.0680", "1.914"
"Rafa Alvarez", "chawaii_subaru_wrx_sti_gr3", "01:59.0750", "1.921"
"Ramiro", "chawaii_subaru_wrx_sti_gr3", "01:59.7800", "2.626"
"Josu Puelles", "chawaii_subaru_wrx_sti_gr3", "02:01.1410", "3.987"


Race consistency
'======================
Driver, Vehicle, Consistency,
"bertillo30", "chawaii_subaru_wrx_sti_gr3", "99.54%  0.5406",
"Kappy Astur", "chawaii_subaru_wrx_sti_gr3", "99.42%  0.6791",
"Jose Miguel Romay", "chawaii_subaru_wrx_sti_gr3", "99.36%  0.7554",
"Luciano DR.", "chawaii_subaru_wrx_sti_gr3", "99.26%  0.8758",
"Ezequiel Cherminando", "chawaii_subaru_wrx_sti_gr3", "99.18%  0.9639",
"Jucarcaz", "chawaii_subaru_wrx_sti_gr3", "99.00%  1.1895",
"PANGOLIN DORMIDO", "chawaii_subaru_wrx_sti_gr3", "98.93%  1.2583",
"Akira", "chawaii_subaru_wrx_sti_gr3", "98.91%  1.2982",
"Rafa Alvarez", "chawaii_subaru_wrx_sti_gr3", "98.87%  1.3484",
"Ramiro", "chawaii_subaru_wrx_sti_gr3", "98.63%  1.6395",
"Gino Ivan Muchiut", "chawaii_subaru_wrx_sti_gr3", "98.48%  1.8133",
"Josu Puelles", "chawaii_subaru_wrx_sti_gr3", "98.27%  2.0959",
"enzo diaz cancho", "chawaii_subaru_wrx_sti_gr3", "-",
"Sergio Diaz", "chawaii_subaru_wrx_sti_gr3", "-",
"Kyogren2911", "chawaii_subaru_wrx_sti_gr3", "-",
"Manolo Laguarda", "chawaii_subaru_wrx_sti_gr3", "-",
"Antonio Martínez", "chawaii_subaru_wrx_sti_gr3", "-",
"Juan Carlos Ortega", "chawaii_subaru_wrx_sti_gr3", "-",
"Juan José Ruiz García (Mecajota)", "chawaii_subaru_wrx_sti_gr3", "-",
"Montoro", "chawaii_subaru_wrx_sti_gr3", "-",
"Juan Izaguirre", "chawaii_subaru_wrx_sti_gr3", "-",
"Antonio Gomez", "chawaii_subaru_wrx_sti_gr3", "-",
"LOA TV", "chawaii_subaru_wrx_sti_gr3", "-",




Race sectors
'======================
'------------------------
Sector 1
'------------------------
Driver, Vehicle, Time, Gap,
"Ezequiel Cherminando", "chawaii_subaru_wrx_sti_gr3", "42.3960", "-"
"Jose Miguel Romay", "chawaii_subaru_wrx_sti_gr3", "42.7130", "0.3170"
"bertillo30", "chawaii_subaru_wrx_sti_gr3", "42.8150", "0.4190"
"Kappy Astur", "chawaii_subaru_wrx_sti_gr3", "42.8270", "0.4310"
"PANGOLIN DORMIDO", "chawaii_subaru_wrx_sti_gr3", "42.9290", "0.5330"
"Luciano DR.", "chawaii_subaru_wrx_sti_gr3", "43.0450", "0.6490"
"Jucarcaz", "chawaii_subaru_wrx_sti_gr3", "43.1110", "0.7150"
"Akira", "chawaii_subaru_wrx_sti_gr3", "43.1140", "0.7180"
"Rafa Alvarez", "chawaii_subaru_wrx_sti_gr3", "43.1390", "0.7430"
"Gino Ivan Muchiut", "chawaii_subaru_wrx_sti_gr3", "43.1480", "0.7520"
"Ramiro", "chawaii_subaru_wrx_sti_gr3", "43.4600", "1.0640"
"Josu Puelles", "chawaii_subaru_wrx_sti_gr3", "43.6150", "1.2190"
'------------------------
Sector 2
'------------------------
Driver, Vehicle, Time, Gap,
"PANGOLIN DORMIDO", "chawaii_subaru_wrx_sti_gr3", "48.3710", "-"
"Ezequiel Cherminando", "chawaii_subaru_wrx_sti_gr3", "48.4740", "0.1030"
"bertillo30", "chawaii_subaru_wrx_sti_gr3", "48.4880", "0.1170"
"Jose Miguel Romay", "chawaii_subaru_wrx_sti_gr3", "48.5870", "0.2160"
"Kappy Astur", "chawaii_subaru_wrx_sti_gr3", "48.7180", "0.3470"
"Jucarcaz", "chawaii_subaru_wrx_sti_gr3", "48.8150", "0.4440"
"Gino Ivan Muchiut", "chawaii_subaru_wrx_sti_gr3", "48.8970", "0.5260"
"Luciano DR.", "chawaii_subaru_wrx_sti_gr3", "49.1540", "0.7830"
"Rafa Alvarez", "chawaii_subaru_wrx_sti_gr3", "49.2070", "0.8360"
"Akira", "chawaii_subaru_wrx_sti_gr3", "49.2120", "0.8410"
"Ramiro", "chawaii_subaru_wrx_sti_gr3", "49.5540", "1.1830"
"Josu Puelles", "chawaii_subaru_wrx_sti_gr3", "50.0720", "1.7010"
'------------------------
Sector 3
'------------------------
Driver, Vehicle, Time, Gap,
"PANGOLIN DORMIDO", "chawaii_subaru_wrx_sti_gr3", "25.4020", "-"
"Ezequiel Cherminando", "chawaii_subaru_wrx_sti_gr3", "25.8390", "0.4370"
"Jose Miguel Romay", "chawaii_subaru_wrx_sti_gr3", "25.8530", "0.4510"
"Jucarcaz", "chawaii_subaru_wrx_sti_gr3", "26.0500", "0.6480"
"Kappy Astur", "chawaii_subaru_wrx_sti_gr3", "26.1860", "0.7840"
"bertillo30", "chawaii_subaru_wrx_sti_gr3", "26.2360", "0.8340"
"Rafa Alvarez", "chawaii_subaru_wrx_sti_gr3", "26.2670", "0.8650"
"Akira", "chawaii_subaru_wrx_sti_gr3", "26.2810", "0.8790"
"Gino Ivan Muchiut", "chawaii_subaru_wrx_sti_gr3", "26.4730", "1.0710"
"Luciano DR.", "chawaii_subaru_wrx_sti_gr3", "26.5230", "1.1210"
"Ramiro", "chawaii_subaru_wrx_sti_gr3", "26.6540", "1.2520"
"Josu Puelles", "chawaii_subaru_wrx_sti_gr3", "26.7800", "1.3780"


Race incidents
'======================
Date, Incident, Worth reviewing
"", "Ezequiel Cherminando reported contact with another vehicle Luciano DR.. Impact speed: 8.337477",
"", "Luciano DR. reported contact with another vehicle Rafa Alvarez. Impact speed: 19.18019",
"", "Jucarcaz reported contact with another vehicle Gino Ivan Muchiut. Impact speed: 17.03627",
"", "Gino Ivan Muchiut reported contact with another vehicle Jucarcaz. Impact speed: 8.886043",
"", "Gino Ivan Muchiut reported contact with environment. Impact speed: 7.116406",
"", "Luciano DR. reported contact with another vehicle Akira. Impact speed: 5.3300376",
"", "Gino Ivan Muchiut reported contact with another vehicle Ramiro. Impact speed: 6.7357955",
"", "Ramiro reported contact with another vehicle Gino Ivan Muchiut. Impact speed: 23.559233",
"", "Gino Ivan Muchiut reported contact with another vehicle Ramiro. Impact speed: 3.0662415",
"", "Ramiro reported contact with another vehicle Gino Ivan Muchiut. Impact speed: 10.138177",
"", "Jucarcaz reported contact with another vehicle Akira. Impact speed: 21.447412",
"", "Akira reported contact with another vehicle Jucarcaz. Impact speed: 16.387941",
"", "Rafa Alvarez reported contact with another vehicle Akira. Impact speed: 5.0426593",
"", "Akira reported contact with another vehicle Rafa Alvarez. Impact speed: 10.731058",
"", "Jose Miguel Romay reported contact with another vehicle Ezequiel Cherminando. Impact speed: 11.278818",
"", "Jose Miguel Romay reported contact with another vehicle Ezequiel Cherminando. Impact speed: 104.80353",
"", "Ezequiel Cherminando reported contact with another vehicle Jose Miguel Romay. Impact speed: 111.729744",
"", "Jose Miguel Romay reported contact with environment. Impact speed: 20.866539",
"", "Jucarcaz reported contact with another vehicle Akira. Impact speed: 21.884565",
"", "Akira reported contact with another vehicle Jucarcaz. Impact speed: 22.842754",
"", "Jucarcaz reported contact with another vehicle Akira. Impact speed: 16.971586",
"", "Akira reported contact with another vehicle Jucarcaz. Impact speed: 18.850517",
"", "Luciano DR. reported contact with environment. Impact speed: 33.621033",
"", "Jucarcaz reported contact with another vehicle Akira. Impact speed: 19.733423",
"", "Akira reported contact with another vehicle Jucarcaz. Impact speed: 19.008516",
"", "Luciano DR. reported contact with environment. Impact speed: 9.4912815",
"", "Jucarcaz reported contact with another vehicle Akira. Impact speed: 17.621075",
"", "Akira reported contact with another vehicle Jucarcaz. Impact speed: 19.22059",
"", "Jucarcaz reported contact with another vehicle Akira. Impact speed: 22.859898",
"", "Akira reported contact with another vehicle Jucarcaz. Impact speed: 20.376833",
"", "Jucarcaz reported contact with another vehicle Akira. Impact speed: 3.198623",
"", "Akira reported contact with another vehicle Jucarcaz. Impact speed: 9.186692",
"", "Jucarcaz reported contact with another vehicle Akira. Impact speed: 12.202309",
"", "Akira reported contact with another vehicle Jucarcaz. Impact speed: 22.855425",

Race cuts
'======================
Date, Lap e.t., Lap, Driver, Cut Time, Time skipped
"", "00:00", "18", "Rafa Alvarez", "", ""
"", "00:00", "10", "Josu Puelles", "", ""
"", "00:00", "19", "PANGOLIN DORMIDO", "", ""








