"14 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:46.5140", "27.6210", "33.9750", "44.9180",  "F:M - R:M",     
"15 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:55.9270", "45.6010", "33.9210", "36.4050",  "F:M - R:M",     
"16 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:37.9070", "27.9870", "33.5700", "36.3500",  "F:M - R:M",     
"17 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:38.6060", "28.0870", "34.2450", "36.2740",  "F:M - R:M",     
"18 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:39.0830", "27.7770", "34.5770", "36.7290",  "F:M - R:M",     
"19 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:39.1600", "27.7320", "34.7490", "36.6790",  "F:M - R:M",     
"20 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:37.8670", "27.7300", "33.8710", "36.2660",  "F:M - R:M",     
"21 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:40.1210", "28.1310", "34.9370", "37.0530",  "F:M - R:M",     
"22 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:38.4630", "28.0960", "34.1820", "36.1850",  "F:M - R:M",     
"23 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:38.1540", "27.9260", "33.6780", "36.5500",  "F:M - R:M",     
"24 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:37.8660", "27.8450", "33.6330", "36.3880",  "F:M - R:M",     
"25 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:38.2880", "28.0970", "33.5160", "36.6750",  "F:M - R:M",     
Average,,,"01:39.7517", "28.8296", "34.0434", "36.8787"
Best possible,,, "01:37.1830", "27.5870", "33.5160", "36.0800"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Ramiro"
"1 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:46.3810", "35.0870", "34.3890", "36.9050",  "F:M - R:M",     
"2 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:40.0860", "28.7020", "34.3840", "37.0000",  "F:M - R:M",     
"3 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:39.8450", "28.5700", "34.6050", "36.6700",  "F:M - R:M",     
"4 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:39.6060", "28.2760", "34.4570", "36.8730",  "F:M - R:M",     
"5 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:40.3270", "28.8850", "34.2360", "37.2060",  "F:M - R:M",     
"6 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:40.0850", "28.5890", "34.7000", "36.7960",  "F:M - R:M",     
"7 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:40.1630", "28.7220", "34.7300", "36.7110",  "F:M - R:M",     
"8 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:40.2850", "28.5910", "34.9650", "36.7290",  "F:M - R:M",     
"9 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:40.0220", "28.7110", "34.6450", "36.6660",  "F:M - R:M",     
"10 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:39.4930", "28.1590", "34.5200", "36.8140",  "F:M - R:M",     
"11 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:40.0450", "28.3690", "34.4830", "37.1930",  "F:M - R:M",     
"12 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:39.4550", "28.3100", "34.7000", "36.4450",  "F:M - R:M",     
"13 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:39.3180", "28.1230", "34.3120", "36.8830",  "F:M - R:M",     
"14 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:39.5760", "28.4130", "34.4920", "36.6710",  "F:M - R:M",     
"15 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:39.7380", "28.0890", "34.4880", "37.1610",  "F:M - R:M",     
"16 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:40.0120", "29.2490", "34.3710", "36.3920",  "F:M - R:M",     
"17 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:39.4240", "28.0270", "34.6540", "36.7430",  "F:M - R:M",     
"18 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:39.3200", "28.1260", "34.5920", "36.6020",  "F:M - R:M",     
"19 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:38.5480", "27.9930", "34.3750", "36.1800",  "F:M - R:M",     
"20 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:38.6950", "28.0360", "33.9260", "36.7330",  "F:M - R:M",     
"21 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:40.7240", "28.1660", "35.7670", "36.7910",  "F:M - R:M",     
"22 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:39.2590", "28.6050", "34.5100", "36.1440",  "F:M - R:M",     
"23 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:38.6910", "28.0590", "34.2890", "36.3430",  "F:M - R:M",     
"24 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:39.6250", "27.8630", "35.1230", "36.6390",  "F:M - R:M",     
"25 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:39.7480", "28.7070", "34.4240", "36.6170",  "F:M - R:M",     
Average,,,"01:39.9389", "28.6571", "34.5655", "36.7163"
Best possible,,, "01:37.9330", "27.8630", "33.9260", "36.1440"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Ruben Marquez"
"1 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:44.7310", "32.7450", "34.5410", "37.4450",  "F:M - R:M",     
"2 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:45.2060", "35.2450", "33.6560", "36.3050",  "F:M - R:M",     
"3 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:37.3370", "27.7540", "33.4850", "36.0980",  "F:M - R:M",     
"4 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:38.6970", "27.8710", "34.1820", "36.6440",  "F:M - R:M",     
"5 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:37.4690", "27.5890", "33.7720", "36.1080",  "F:M - R:M",     
"6 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:37.6980", "27.6910", "33.7860", "36.2210",  "F:M - R:M",     
"7 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:36.9020", "27.5210", "33.6790", "35.7020",  "F:M - R:M",     
"8 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:38.4080", "27.7950", "33.6050", "37.0080",  "F:M - R:M",     
"9 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:38.4580", "28.7620", "33.7450", "35.9510",  "F:M - R:M",     
"10 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:38.7000", "29.3820", "33.4880", "35.8300",  "F:M - R:M",     
"11 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:38.4060", "28.0350", "33.7180", "36.6530",  "F:M - R:M",     
"12 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:37.4160", "27.8550", "33.5420", "36.0190",  "F:M - R:M",     
"13 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:38.3420", "27.5080", "34.0470", "36.7870",  "F:M - R:M",     
"14 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:37.9680", "28.6400", "33.4220", "35.9060",  "F:M - R:M",     
"15 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:38.4010", "27.9130", "33.9520", "36.5360",  "F:M - R:M",     
"16 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:38.8570", "27.4330", "33.4620", "37.9620",  "F:M - R:M",     
"17 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:37.8350", "27.7700", "33.7860", "36.2790",  "F:M - R:M",     
"18 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:37.5530", "27.3530", "33.5970", "36.6030",  "F:M - R:M",     
"19 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:38.4130", "27.8570", "34.2500", "36.3060",  "F:M - R:M",     
"20 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:37.5920", "27.6850", "33.6820", "36.2250",  "F:M - R:M",     
"21 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:38.4810", "28.0830", "34.0780", "36.3200",  "F:M - R:M",     
"22 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:37.9650", "27.2560", "34.1140", "36.5950",  "F:M - R:M",     
"23 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:37.1100", "27.5670", "33.4790", "36.0640",  "F:M - R:M",     
"24 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:38.7700", "27.4040", "33.5710", "37.7950",  "F:M - R:M",     
Average,,,"01:38.6131", "28.3631", "33.7766", "36.4734"
Best possible,,, "01:36.3800", "27.2560", "33.4220", "35.7020"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Juan Carlos Ortega"
"1 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:45.2820", "33.2730", "34.7170", "37.2920",  "F:M - R:M",     
"2 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:37.7390", "27.8550", "33.6240", "36.2600",  "F:M - R:M",     
"3 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:37.9860", "27.6870", "34.1770", "36.1220",  "F:M - R:M",     
"4 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:44.9030", "27.6300", "33.3310", "43.9420",  "F:M - R:M",     
"5 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:58.2760", "42.9140", "38.6380", "36.7240",  "F:M - R:M",     
"6 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:47.6990", "29.0440", "33.9390", "44.7160",  "F:M - R:M",     
"7 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:05.8360", "54.7400", "34.1640", "36.9320",  "F:M - R:M",     
"8 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:38.5910", "28.2160", "33.9430", "36.4320",  "F:M - R:M",     
"9 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:46.5630", "27.9930", "34.4690", "44.1010",  "F:M - R:M",     
"10 ", chawaii_subaru_wrx_sti_gr3, no,"0", "13:47.1940", "757.4350", "33.6740", "36.0850",  "F:S - R:S",     
"11 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:35.9360", "27.1000", "33.0170", "35.8190",  "F:S - R:S",     
"12 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:35.8970", "27.1820", "33.1070", "35.6080",  "F:S - R:S",     
"13 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:36.1990", "26.9930", "33.3500", "35.8560",  "F:S - R:S",     
"14 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:36.7550", "27.2750", "33.3820", "36.0980",  "F:S - R:S",     
"15 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:36.1590", "27.2370", "33.1510", "35.7710",  "F:S - R:S",     
"16 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:36.7360", "27.1440", "33.4430", "36.1490",  "F:S - R:S",     
"17 ", chawaii_subaru_wrx_sti_gr3, no,"0", "01:37.5300", "27.5230", "33.6600", "36.3470",  "F:S - R:S",     
Average,,,"02:25.0165", "73.3671", "33.9874", "37.6620"
Best possible,,, "01:35.6180", "26.9930", "33.0170", "35.6080"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Josu Puelles"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Kyogren2911"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"ivan"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Juan José Ruiz García (Mecajota)"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Antonio Martínez"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Manolo Laguarda"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Antonio Gomez"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Akira"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Montoro"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"enzo diaz cancho"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"PANGOLIN DORMIDO"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Juan Izaguirre"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Sergio Diaz"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Agustín Eschoyez Campo"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"LOA TV"
No laps for this driver


Race best laps
'======================
'------------------------
Overall top (20)
'------------------------
Driver, Vehicle, Time, Gap,
"Juan Carlos Ortega", "chawaii_subaru_wrx_sti_gr3", "01:35.8970", ""
"Juan Carlos Ortega", "chawaii_subaru_wrx_sti_gr3", "01:35.9360", "0.039"
"Jose Miguel Romay", "chawaii_subaru_wrx_sti_gr3", "01:36.0240", "0.127"
"Jose Miguel Romay", "chawaii_subaru_wrx_sti_gr3", "01:36.0980", "0.201"
"Jose Miguel Romay", "chawaii_subaru_wrx_sti_gr3", "01:36.1240", "0.227"
"Juan Carlos Ortega", "chawaii_subaru_wrx_sti_gr3", "01:36.1590", "0.262"
"Juan Carlos Ortega", "chawaii_subaru_wrx_sti_gr3", "01:36.1990", "0.302"
"Jose Miguel Romay", "chawaii_subaru_wrx_sti_gr3", "01:36.2040", "0.307"
"Jose Miguel Romay", "chawaii_subaru_wrx_sti_gr3", "01:36.2490", "0.352"
"Jose Miguel Romay", "chawaii_subaru_wrx_sti_gr3", "01:36.3070", "0.41"
"Jose Miguel Romay", "chawaii_subaru_wrx_sti_gr3", "01:36.3340", "0.437"
"bertillo30", "chawaii_subaru_wrx_sti_gr3", "01:36.3570", "0.46"
"Jose Miguel Romay", "chawaii_subaru_wrx_sti_gr3", "01:36.3680", "0.471"
"Jose Miguel Romay", "chawaii_subaru_wrx_sti_gr3", "01:36.3680", "0.471"
"Jose Miguel Romay", "chawaii_subaru_wrx_sti_gr3", "01:36.4190", "0.522"
"Jose Miguel Romay", "chawaii_subaru_wrx_sti_gr3", "01:36.5200", "0.623"
"Jose Miguel Romay", "chawaii_subaru_wrx_sti_gr3", "01:36.5540", "0.657"
"bertillo30", "chawaii_subaru_wrx_sti_gr3", "01:36.5890", "0.692"
"bertillo30", "chawaii_subaru_wrx_sti_gr3", "01:36.6110", "0.714"
"bertillo30", "chawaii_subaru_wrx_sti_gr3", "01:36.6160", "0.719"


'------------------------
Per driver
'------------------------
Driver, Vehicle, Time, Gap,
"Juan Carlos Ortega", "chawaii_subaru_wrx_sti_gr3", "01:35.8970", ""
"Jose Miguel Romay", "chawaii_subaru_wrx_sti_gr3", "01:36.0240", "0.127"
"bertillo30", "chawaii_subaru_wrx_sti_gr3", "01:36.3570", "0.46"
"Kappy Astur", "chawaii_subaru_wrx_sti_gr3", "01:36.6250", "0.728"
"Ezequiel Cherminando", "chawaii_subaru_wrx_sti_gr3", "01:36.8120", "0.915"
"Ruben Marquez", "chawaii_subaru_wrx_sti_gr3", "01:36.9020", "1.005"
"Rafa Alvarez", "chawaii_subaru_wrx_sti_gr3", "01:36.9420", "1.045"
"Luciano DR.", "chawaii_subaru_wrx_sti_gr3", "01:36.9540", "1.057"
"Jucarcaz", "chawaii_subaru_wrx_sti_gr3", "01:37.4430", "1.546"
"Gino Ivan Muchiut", "chawaii_subaru_wrx_sti_gr3", "01:37.4450", "1.548"
"Ramiro", "chawaii_subaru_wrx_sti_gr3", "01:38.5480", "2.651"


Race consistency
'======================
Driver, Vehicle, Consistency,
"Kappy Astur", "chawaii_subaru_wrx_sti_gr3", "99.47%  0.5138",
"bertillo30", "chawaii_subaru_wrx_sti_gr3", "99.32%  0.6535",
"Jose Miguel Romay", "chawaii_subaru_wrx_sti_gr3", "99.17%  0.7965",
"Luciano DR.", "chawaii_subaru_wrx_sti_gr3", "99.11%  0.8634",
"Jucarcaz", "chawaii_subaru_wrx_sti_gr3", "99.02%  0.9547",
"Ramiro", "chawaii_subaru_wrx_sti_gr3", "98.81%  1.1712",
"Ezequiel Cherminando", "chawaii_subaru_wrx_sti_gr3", "98.46%  1.4953",
"Ruben Marquez", "chawaii_subaru_wrx_sti_gr3", "98.44%  1.5108",
"Rafa Alvarez", "chawaii_subaru_wrx_sti_gr3", "97.82%  2.1181",
"Gino Ivan Muchiut", "chawaii_subaru_wrx_sti_gr3", "97.81%  2.1352",
"Juan Carlos Ortega", "chawaii_subaru_wrx_sti_gr3", "96.35%  3.5027",
"Josu Puelles", "chawaii_subaru_wrx_sti_gr3", "-",
"Kyogren2911", "chawaii_subaru_wrx_sti_gr3", "-",
"ivan", "chawaii_subaru_wrx_sti_gr3", "-",
"Juan José Ruiz García (Mecajota)", "chawaii_subaru_wrx_sti_gr3", "-",
"Antonio Martínez", "chawaii_subaru_wrx_sti_gr3", "-",
"Manolo Laguarda", "chawaii_subaru_wrx_sti_gr3", "-",
"Antonio Gomez", "chawaii_subaru_wrx_sti_gr3", "-",
"Akira", "chawaii_subaru_wrx_sti_gr3", "-",
"Montoro", "chawaii_subaru_wrx_sti_gr3", "-",
"enzo diaz cancho", "chawaii_subaru_wrx_sti_gr3", "-",
"PANGOLIN DORMIDO", "chawaii_subaru_wrx_sti_gr3", "-",
"Juan Izaguirre", "chawaii_subaru_wrx_sti_gr3", "-",
"Sergio Diaz", "chawaii_subaru_wrx_sti_gr3", "-",
"Agustín Eschoyez Campo", "chawaii_subaru_wrx_sti_gr3", "-",
"LOA TV", "chawaii_subaru_wrx_sti_gr3", "-",




Race sectors
'======================
'------------------------
Sector 1
'------------------------
Driver, Vehicle, Time, Gap,
"Juan Carlos Ortega", "chawaii_subaru_wrx_sti_gr3", "26.9930", "-"
"Jose Miguel Romay", "chawaii_subaru_wrx_sti_gr3", "27.1870", "0.1940"
"Ruben Marquez", "chawaii_subaru_wrx_sti_gr3", "27.2560", "0.2630"
"bertillo30", "chawaii_subaru_wrx_sti_gr3", "27.3360", "0.3430"
"Kappy Astur", "chawaii_subaru_wrx_sti_gr3", "27.3400", "0.3470"
"Ezequiel Cherminando", "chawaii_subaru_wrx_sti_gr3", "27.3780", "0.3850"
"Luciano DR.", "chawaii_subaru_wrx_sti_gr3", "27.3800", "0.3870"
"Rafa Alvarez", "chawaii_subaru_wrx_sti_gr3", "27.4430", "0.4500"
"Jucarcaz", "chawaii_subaru_wrx_sti_gr3", "27.5410", "0.5480"
"Gino Ivan Muchiut", "chawaii_subaru_wrx_sti_gr3", "27.5870", "0.5940"
"Ramiro", "chawaii_subaru_wrx_sti_gr3", "27.8630", "0.8700"
'------------------------
Sector 2
'------------------------
Driver, Vehicle, Time, Gap,
"Juan Carlos Ortega", "chawaii_subaru_wrx_sti_gr3", "33.0170", "-"
"Jose Miguel Romay", "chawaii_subaru_wrx_sti_gr3", "33.0620", "0.0450"
"bertillo30", "chawaii_subaru_wrx_sti_gr3", "33.1150", "0.0980"
"Kappy Astur", "chawaii_subaru_wrx_sti_gr3", "33.1830", "0.1660"
"Ezequiel Cherminando", "chawaii_subaru_wrx_sti_gr3", "33.3000", "0.2830"
"Luciano DR.", "chawaii_subaru_wrx_sti_gr3", "33.3310", "0.3140"
"Rafa Alvarez", "chawaii_subaru_wrx_sti_gr3", "33.4000", "0.3830"
"Ruben Marquez", "chawaii_subaru_wrx_sti_gr3", "33.4220", "0.4050"
"Gino Ivan Muchiut", "chawaii_subaru_wrx_sti_gr3", "33.5160", "0.4990"
"Jucarcaz", "chawaii_subaru_wrx_sti_gr3", "33.6370", "0.6200"
"Ramiro", "chawaii_subaru_wrx_sti_gr3", "33.9260", "0.9090"
'------------------------
Sector 3
'------------------------
Driver, Vehicle, Time, Gap,
"Jose Miguel Romay", "chawaii_subaru_wrx_sti_gr3", "35.4960", "-"
"Juan Carlos Ortega", "chawaii_subaru_wrx_sti_gr3", "35.6080", "0.1120"
"Ruben Marquez", "chawaii_subaru_wrx_sti_gr3", "35.7020", "0.2060"
"bertillo30", "chawaii_subaru_wrx_sti_gr3", "35.7850", "0.2890"
"Jucarcaz", "chawaii_subaru_wrx_sti_gr3", "35.8200", "0.3240"
"Ezequiel Cherminando", "chawaii_subaru_wrx_sti_gr3", "35.8330", "0.3370"
"Luciano DR.", "chawaii_subaru_wrx_sti_gr3", "35.8520", "0.3560"
"Rafa Alvarez", "chawaii_subaru_wrx_sti_gr3", "35.8560", "0.3600"
"Kappy Astur", "chawaii_subaru_wrx_sti_gr3", "35.9330", "0.4370"
"Gino Ivan Muchiut", "chawaii_subaru_wrx_sti_gr3", "36.0800", "0.5840"
"Ramiro", "chawaii_subaru_wrx_sti_gr3", "36.1440", "0.6480"


Race incidents
'======================
Date, Incident, Worth reviewing
"", "Gino Ivan Muchiut reported contact with another vehicle Juan Carlos Ortega. Impact speed: 4.1105976",
"", "Juan Carlos Ortega reported contact with another vehicle Gino Ivan Muchiut. Impact speed: 14.664662",
"", "Rafa Alvarez reported contact with another vehicle Luciano DR.. Impact speed: 3.0612724",
"", "Luciano DR. reported contact with another vehicle Rafa Alvarez. Impact speed: 2.763816",
"", "Jucarcaz reported contact with another vehicle bertillo30. Impact speed: 11.05993",
"", "bertillo30 reported contact with another vehicle Jucarcaz. Impact speed: 12.6952095",
"", "Jucarcaz reported contact with environment. Impact speed: 58.47912",
"", "Ruben Marquez reported contact with another vehicle Rafa Alvarez. Impact speed: 3.68657",
"", "Rafa Alvarez reported contact with another vehicle Ruben Marquez. Impact speed: 11.674749",
"", "Ruben Marquez reported contact with another vehicle Luciano DR.. Impact speed: 33.332607",
"", "Luciano DR. reported contact with another vehicle Ruben Marquez. Impact speed: 8.457099",
"", "Rafa Alvarez reported contact with another vehicle Juan Carlos Ortega. Impact speed: 27.156261",
"", "Juan Carlos Ortega reported contact with another vehicle Rafa Alvarez. Impact speed: 15.217606",
"", "Juan Carlos Ortega reported contact with another vehicle Ramiro. Impact speed: 25.869757",
"", "Ramiro reported contact with another vehicle Juan Carlos Ortega. Impact speed: 30.212505",
"", "Juan Carlos Ortega reported contact with environment. Impact speed: 78.108376",
"", "Ruben Marquez reported contact with environment. Impact speed: 114.09023",
"", "Ruben Marquez reported contact with environment. Impact speed: 0.08618392",
"", "Ruben Marquez reported contact with environment. Impact speed: 0.045904536",
"", "Ruben Marquez reported contact with environment. Impact speed: 0.0044899657",
"", "Ruben Marquez reported contact with environment. Impact speed: 0.004854682",
"", "Ruben Marquez reported contact with environment. Impact speed: 0.004243444",
"", "Ruben Marquez reported contact with environment. Impact speed: 0.21321765",
"", "Ruben Marquez reported contact with environment. Impact speed: 0.025812624",
"", "bertillo30 reported contact with environment. Impact speed: 9.959542",









